RMAT16,16,1,1280,128,0.00289895
RMAT16,16,1,160,1024,0.00554182
RMAT16,16,1,2560,64,0.00366969
RMAT16,16,1,320,512,0.00368149
RMAT16,16,1,5120,32,0.00432753
RMAT16,16,1,640,256,0.00291083
RMAT17,16,1,1280,128,0.0081605
RMAT17,16,1,160,1024,0.0186318
RMAT17,16,1,2560,64,0.0117159
RMAT17,16,1,320,512,0.0100526
RMAT17,16,1,5120,32,0.0157525
RMAT17,16,1,640,256,0.00779005
RMAT17,16,2,1280,64,0.00860485
RMAT17,16,2,160,512,0.0109299
RMAT17,16,2,2560,32,0.0140944
RMAT17,16,2,320,256,0.00847674
RMAT17,16,2,640,128,0.00734609
RMAT17,16,2,80,1024,0.0179927
RMAT17,17,1,1280,128,0.00513972
RMAT17,17,1,160,1024,0.0101949
RMAT17,17,1,2560,64,0.00681405
RMAT17,17,1,320,512,0.00649932
RMAT17,17,1,5120,32,0.00976091
RMAT17,17,1,640,256,0.00487661
RMAT18,16,1,1280,128,0.0264512
RMAT18,16,1,160,1024,0.0425503
RMAT18,16,1,2560,64,0.0388864
RMAT18,16,1,320,512,0.0276605
RMAT18,16,1,5120,32,0.0562761
RMAT18,16,1,640,256,0.0295589
RMAT18,16,2,1280,64,0.0286947
RMAT18,16,2,160,512,0.0249852
RMAT18,16,2,2560,32,0.0389709
RMAT18,16,2,320,256,0.0190292
RMAT18,16,2,640,128,0.0184364
RMAT18,16,2,80,1024,0.0423965
RMAT18,16,3,106,512,0.0290153
RMAT18,16,3,1706,32,0.0383427
RMAT18,16,3,213,256,0.0247992
RMAT18,16,3,426,128,0.0224408
RMAT18,16,3,53,1024,0.0471056
RMAT18,16,3,853,64,0.0273625
RMAT18,16,4,1280,32,0.0287083
RMAT18,16,4,160,256,0.0217552
RMAT18,16,4,320,128,0.0197707
RMAT18,16,4,40,1024,0.0545204
RMAT18,16,4,640,64,0.0276054
RMAT18,16,4,80,512,0.0314345
RMAT18,17,1,1280,128,0.0195633
RMAT18,17,1,160,1024,0.0317327
RMAT18,17,1,2560,64,0.0287635
RMAT18,17,1,320,512,0.023808
RMAT18,17,1,5120,32,0.0414568
RMAT18,17,1,640,256,0.0177025
RMAT18,17,2,1280,64,0.0279483
RMAT18,17,2,160,512,0.0245042
RMAT18,17,2,2560,32,0.0309301
RMAT18,17,2,320,256,0.0206125
RMAT18,17,2,640,128,0.0186133
RMAT18,17,2,80,1024,0.040293
RMAT18,18,1,1280,128,0.0152106
RMAT18,18,1,160,1024,0.0242025
RMAT18,18,1,2560,64,0.0218792
RMAT18,18,1,320,512,0.016049
RMAT18,18,1,5120,32,0.0336285
RMAT18,18,1,640,256,0.0134949
RMAT19,16,2,1280,64,0.0836648
RMAT19,16,2,160,512,0.068136
RMAT19,16,2,2560,32,0.112088
RMAT19,16,2,320,256,0.0550494
RMAT19,16,2,640,128,0.0596735
RMAT19,16,2,80,1024,0.109317
RMAT19,16,3,106,512,0.0730927
RMAT19,16,3,1706,32,0.0882025
RMAT19,16,3,213,256,0.0556622
RMAT19,16,3,426,128,0.0495141
RMAT19,16,3,53,1024,0.103375
RMAT19,16,3,853,64,0.0585533
RMAT19,16,4,1280,32,0.0889071
RMAT19,16,4,160,256,0.052848
RMAT19,16,4,320,128,0.0515602
RMAT19,16,4,40,1024,0.113928
RMAT19,16,4,640,64,0.0648021
RMAT19,16,4,80,512,0.0694953
RMAT19,16,5,1024,32,0.0766954
RMAT19,16,5,128,256,0.0625198
RMAT19,16,5,256,128,0.0544542
RMAT19,16,5,32,1024,0.130629
RMAT19,16,5,512,64,0.0646527
RMAT19,16,5,64,512,0.0832463
RMAT19,16,6,106,256,0.0503817
RMAT19,16,6,213,128,0.0480502
RMAT19,16,6,26,1024,0.10854
RMAT19,16,6,426,64,0.0530481
RMAT19,16,6,53,512,0.0794204
RMAT19,16,6,853,32,0.0701125
RMAT19,16,7,182,128,0.0520577
RMAT19,16,7,22,1024,0.11544
RMAT19,16,7,365,64,0.0550443
RMAT19,16,7,45,512,0.086909
RMAT19,16,7,731,32,0.0775079
RMAT19,16,7,91,256,0.0522283
RMAT19,16,8,160,128,0.0586936
RMAT19,16,8,20,1024,0.135824
RMAT19,16,8,320,64,0.0663051
RMAT19,16,8,40,512,0.0859963
RMAT19,16,8,640,32,0.0763157
RMAT19,16,8,80,256,0.0605654
RMAT19,17,1,1280,128,0.0540032
RMAT19,17,1,160,1024,0.0748737
RMAT19,17,1,2560,64,0.0837583
RMAT19,17,1,320,512,0.0549461
RMAT19,17,1,5120,32,0.124633
RMAT19,17,1,640,256,0.0515238
RMAT19,17,2,1280,64,0.0612706
RMAT19,17,2,160,512,0.0490508
RMAT19,17,2,2560,32,0.0860905
RMAT19,17,2,320,256,0.0431159
RMAT19,17,2,640,128,0.0472883
RMAT19,17,2,80,1024,0.0859745
RMAT19,17,3,106,512,0.0646176
RMAT19,17,3,1706,32,0.0873047
RMAT19,17,3,213,256,0.0473925
RMAT19,17,3,426,128,0.0489364
RMAT19,17,3,53,1024,0.0835924
RMAT19,17,3,853,64,0.0627207
RMAT19,17,4,1280,32,0.0761639
RMAT19,17,4,160,256,0.051975
RMAT19,17,4,320,128,0.0478496
RMAT19,17,4,40,1024,0.0902576
RMAT19,17,4,640,64,0.0564468
RMAT19,17,4,80,512,0.0624143
RMAT19,18,1,1280,128,0.0475993
RMAT19,18,1,160,1024,0.0698278
RMAT19,18,1,2560,64,0.0722247
RMAT19,18,1,320,512,0.0462842
RMAT19,18,1,5120,32,0.099626
RMAT19,18,1,640,256,0.0416599
RMAT19,18,2,1280,64,0.0543195
RMAT19,18,2,160,512,0.0509135
RMAT19,18,2,2560,32,0.0758117
RMAT19,18,2,320,256,0.0460865
RMAT19,18,2,640,128,0.0458586
RMAT19,18,2,80,1024,0.078928
RMAT19,19,1,1280,128,0.0416897
RMAT19,19,1,160,1024,0.0558711
RMAT19,19,1,2560,64,0.0612584
RMAT19,19,1,320,512,0.0406403
RMAT19,19,1,5120,32,0.0827438
RMAT19,19,1,640,256,0.0434356
RMAT20,16,10,128,128,0.190046
RMAT20,16,10,16,1024,0.447145
RMAT20,16,10,256,64,0.218549
RMAT20,16,10,32,512,0.282485
RMAT20,16,10,512,32,0.255704
RMAT20,16,10,64,256,0.22744
RMAT20,16,11,116,128,0.185222
RMAT20,16,11,14,1024,0.375874
RMAT20,16,11,232,64,0.192051
RMAT20,16,11,29,512,0.242297
RMAT20,16,11,465,32,0.251834
RMAT20,16,11,58,256,0.216045
RMAT20,16,12,106,128,0.198926
RMAT20,16,12,13,1024,0.42738
RMAT20,16,12,213,64,0.196703
RMAT20,16,12,26,512,0.249446
RMAT20,16,12,426,32,0.240596
RMAT20,16,12,53,256,0.194345
RMAT20,16,13,12,1024,0.427822
RMAT20,16,13,196,64,0.193069
RMAT20,16,13,24,512,0.284956
RMAT20,16,13,393,32,0.239434
RMAT20,16,13,49,256,0.217109
RMAT20,16,13,98,128,0.195299
RMAT20,16,14,11,1024,0.418433
RMAT20,16,14,182,64,0.191294
RMAT20,16,14,22,512,0.288503
RMAT20,16,14,365,32,0.250552
RMAT20,16,14,45,256,0.224133
RMAT20,16,14,91,128,0.197099
RMAT20,16,15,10,1024,0.467945
RMAT20,16,15,170,64,0.202564
